,old_index,Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Website,Known_For2,Known_For22
339,662,Pizza Villa,"Pizza, Fast Food, Beverages",450," NIT, Faridabad",4.2,1015,https://www.zomato.com/ncr/pizza-villa-1-nit-faridabad,"Melted Chocolate, White Sauce Pasta, Pizzas, Noodles","Plenty of Vegetarian Options, Customizations Available, Chirpy Crowd, Drive through, Elegantly Decorated, Economical"
340,663,Slic Chic,"Chinese, Salad, Momos, Beverages",500," Shalimar Bagh, New Delhi",4.2,475,https://www.zomato.com/ncr/slic-chic-shalimar-bagh-new-delhi,"Drum Sticks, Honey Chilli Potatoes, Chilli Garlic Noodles, Noodles, Chinese Food, Pasta","Elegantly Decorated, Chinese, Sitting Arrangement, Great Recommendations, Polite Staff, Best Places"
341,666,Foxtrot,"Continental, Italian, European, Modern Indian, Beverages, North Indian",1000," DLF Cyber City, Gurgaon",4.2,264,https://www.zomato.com/ncr/foxtrot-dlf-cyber-city,"Fusion Taco, Mustard Aioli, Chicken 65, Pao Bhaji, Kulcha, Drink","Extensive Bar Menu, Good for Large Groups, Ample Seating Area, Packed on Weekends, Family Place, Live Music"
342,667,Dingdong Pizza By Big Wong,"Pizza, Italian, Fast Food",700," Sector 29, Gurgaon",4.2,488,https://www.zomato.com/ncr/dingdong-pizza-by-big-wong-sector-29,"Salted Caramel Shake, Cheesiest Pizza, Paneer Makhni Pizza, Butter Chicken Pizza, Cheese Roll, Lasagna","Cozy Ambiance, Casual Seating Area, Good Crowd, Great Recommendations, Low Price, Good Packaging"
343,668,Mughal Darbar,"North Indian, Mughlai",400," JNU, New Delhi",4.2,374,https://www.zomato.com/ncr/mughal-darbar-jnu-new-delhi,"Mutton Jahangiri, Chicken Jahangiri, Afghan Chicken, Mughlai Food, Butter Naan, Tandoori Roti","Open Ambience, Low Price, Friendly Place, Comfortable Seating, Prompt Service, Best Food"
344,669,Cafe on 3 - Holiday Inn,"Continental, Chinese, Thai, Mediterranean",2000," Holiday Inn, Mayur Vihar, New Delhi",4.2,507,https://www.zomato.com/ncr/cafe-on-3-holiday-inn-mayur-vihar-new-delhi,"Dinner Buffet, Shawarma, Deserts, Starter, Mocktails, Sweets","Poolside View, Impressive Decor, Luxury, Great Hospitality, Beautiful Place, Amazing Ambience"
345,670,Tikka Junction Courtyard,"North Indian, Chinese, Fast Food, Desserts, Beverages",800," Malviya Nagar, New Delhi",4.2,442,https://www.zomato.com/ncr/tikka-junction-courtyard-malviya-nagar-new-delhi,"Paneer Papdi, Soya Malai Tikka, Tandoori Spring Roll, Bhatti Chicken, Butter Chicken Pizza, Fried Rice","Courtyard, Affordable, Family Place, Good for Large Groups, Fancy Crowd, Comfortable Seating"
346,673,TC Bar & Restaurant,"North Indian, Continental, Finger Food",1300," Adchini, New Delhi",4.2,978,https://www.zomato.com/ncr/tc-bar-restaurant-adchini-new-delhi,Best rock night in town with DJ Sagar every Friday and Saturday!,"Beers, Chilli Chicken, Cocktails, Drinks, Starters, Pizzas"
347,674,The Royal Kitchen,"North Indian, Chinese, Mughlai, Biryani",700," Gamma 1, Greater Noida",4.2,719,https://www.zomato.com/ncr/the-royal-kitchen-gamma-1-greater-noida,"Crispy Chilli Potatoes, Panneer Butter Masala, Egg Curry, Noodle, Chicken Malai Tikka, Dal Tadka","Affordable, Themed Decor, Ample Seating Area, Awesome Service, Fast Delivery, Best Food"
348,675,Shikhara,"North Indian, Mughlai",1000," Greater Kailash 1 (GK1), New Delhi",4.2,452,https://www.zomato.com/ncr/shikhara-greater-kailash-gk-1-new-delhi,"Saag Chicken, Tandoori Prawns, Chicken Tikka Masala, Fish Tikka, Malai Kofta, Butter Chicken","Attentive Staff, Decent Price, Atmosphere, Customer Service, Tandoori, Server"
349,676,Changezi Chicken,"North Indian, Mughlai",550," Daryaganj, New Delhi",4.2,817,https://www.zomato.com/ncr/changezi-chicken-daryaganj-new-delhi,"Chicken Nihari, Changezi Chicken, Phirni, Rumali Roti, Malai Tikka, Butter Chicken","Cleanliness, Great Value, Crowd, Preparation, Good Ambience, Reasonable Price"
350,677,Mizo Diner,North Eastern,600," Safdarjung, New Delhi",4.2,340,https://www.zomato.com/ncr/mizo-diner-safdarjung-new-delhi,"Vawksa Rep, Stir Fry Pork, Smoked Pork, Pork Ribs, Chicken Curry, Thali","Artistic Decor, Authenticity, Art, Good Quality Food, Location, Great Place"
351,680,Sethi's Restaurant & Barbeque,"North Indian, Chinese, BBQ, Mughlai",700," Rajouri Garden, New Delhi",4.2,768,https://www.zomato.com/ncr/sethis-restaurant-barbeque-rajouri-garden-new-delhi,"Beliram Chicken, Malai Soya Chaap, Fried Chicken, Malai Kofta, Afghani Chicken, Paneer Butter Masala","Outdoor Seating, Friendly Place, Great Recommendations, Waiter, Best Places, Main Course"
352,681,Flavours Of Magadh,"North Indian, Mughlai, Bihari",600," Sector 52, Noida",4.2,474,https://www.zomato.com/ncr/flavours-of-magadh-sector-52-noida,"Mushroom Matar Masala, Paneer Masala Tikka, Chicken Keema Masala, Dahi Sholey, Veg Executive Thali, Veg Jalfrezi","Food Packaging, Tamper Proof Packaging, Best Restaurant, Quick Delivery, Weekend Brunch, Fast Delivery"
353,683,Untapped Brew & Pub,"North Indian, Chinese, Continental",1900," Sector 21, Gurgaon",4.2,330,https://www.zomato.com/ncr/untapped-brew-pub-sector-21,"Tequila Sunrise, Chilli Mushroom, Drums of Heaven, Mocktails, Veg Platter, Chilli Chicken","Private Dining Area, Happy Hour, Packed on Weekends, Dj, Amazing Ambience, Vibe"
354,684,Pandit Ji Paranthe Wale,North Indian,200," Ashok Vihar Phase 2, New Delhi",4.2,2510,https://www.zomato.com/ncr/pandit-ji-paranthe-wale-ashok-vihar-phase-2-new-delhi,"Anda Parantha, Mix Paratha, Kadhi Chawal, Aloo Pyaz Paratha, Tea","Economical, Not very Crowded, Cozy Ambiance, Cute Little Place, Pocket Friendly, Food Service"
355,685,Too Mikkii Tapas Now Baking,"Cafe, Continental, Fast Food, Beverages, Desserts",800," South Extension 2, New Delhi",4.2,445,https://www.zomato.com/ncr/too-mikkii-tapas-now-baking-south-extension-2-new-delhi,"Banana Bread, Dessert Platter, Cappuccino, Hot Chocolate, Coffees, Cheese Pizza","Great Ambience and Tasty Food, Great for Birthdays, Bookshelf, Beautiful Interior, Calm, Customizable Dishes"
356,689,Mom Hand Momos,"Momos, Chinese",300," Satyaniketan, New Delhi",4.2,1042,https://www.zomato.com/ncr/mom-hand-momos-satyaniketan-new-delhi,"Gravy Momo, Tandoori Paneer Momos, Chicken Chowmein, Noodle, Chicken Momos, Spring Roll","Casual Seating Area, Not very Crowded, Inexpensive, Elegantly Decorated, Prompt Service, Polite Staff"
357,690,Pasta Xpress,"Italian, Pizza, Fast Food",500," Sector 11, Dwarka, New Delhi",4.2,789,https://www.zomato.com/ncr/pasta-xpress-sector-11-dwarka,"Cottage Cheese Pasta, Tandoori Pasta, Garlic Bread with Cheese, Pastas, Chicken Burger, White Sauce Pasta","Great Recommendations, Customer Service, Good Quantity, Best Places, Great Taste, Preparation"
358,691,La Kababiyaa,"North Indian, Mughlai, Chinese, Kebab",950," Sector 7, Dwarka, New Delhi",4.2,873,https://www.zomato.com/ncr/la-kababiyaa-sector-7-dwarka,"Matar Mushroom, Pudina Parantha, Changezi Chicken, Dahi Kabab, Panneer Butter Masala, Chicken Fried Rice","Good for Large Groups, Packed on Weekends, Family Place, Excellent Taste, Customer Service, Prompt Service"
359,692,Namak Mandi,"North Indian, Awadhi, Kebab, Mughlai, Beverages",1800," DLF Promenade Mall, Vasant Kunj, New Delhi",4.2,852,https://www.zomato.com/ncr/namak-mandi-1-vasant-kunj-new-delhi,"Orange Kulfi, Lamb Briyani, Galawati Kebab, Mango Mojito, Thandai, Khameeri Roti","Relaxed Atmosphere, Good for Large Groups, Ample Seating Area, Perfect Ambience, Authentic Food, Authenticity"
360,693,Mallacca,"Malaysian, Asian",2100,"  32nd Avenue, NH8, Gurgaon, Gurgaon",4.2,510,https://www.zomato.com/ncr/mallacca-sector-15,"Roti Jala, Lamb Rendang, Tofu Salad, Penang Curry, Fried Rice Chicken, Nasi Goreng","Relaxed Atmosphere, Good for Large Groups, Authenticity, Fancy Crowd, Authentic Food, Beautiful Place"
361,694,Nazeer Delicacies,"North Indian, Mughlai, Chinese",700," Sector 135, Noida",4.2,678,https://www.zomato.com/ncr/nazeer-delicacies-sector-135-noida,"Mutton Barra, Khameeri Roti, Roasted Chicken, Phirni, Mughlai Food, Chicken Biryani","Staff Behaviour, Food Service, Nice Staff, Great Staff, Nice Service, Nice Ambience"
362,695,Shake Eat Up,"Fast Food, Italian, Chinese, Desserts, Beverages, Pasta",600," Delhi University-GTB Nagar, New Delhi",4.2,1067,https://www.zomato.com/ncr/shake-eat-up-1-delhi-university-gtb-nagar-new-delhi,"Milky Way Shake, Turtle Sundae, Masala Garlic Bread, Nutella Jar, Pineapple Mojito, Chicken Bbq Wings","Casual Seating Area, Cozy Ambiance, Lightings, Pretty Place, Elegantly Decorated, Office Crowd"
363,698,The Pizza Story,"Pizza, Continental",700," Sector 17, Faridabad",4.2,391,https://www.zomato.com/ncr/the-pizza-story-sector-17-faridabad,"Triple Delight, Chicken Meatballs, Spicy Paneer, Stuffed Garlic Bread, Cheese Burst, Cheese Pizza","Best Quality at Best Price, Good Options, Recommended Place, Amazing Place, Portions, Young Crowd"
364,699,Changezi Chicken,"North Indian, Afghan",500," Karol Bagh, New Delhi",4.2,1103,https://www.zomato.com/ncr/changezi-chicken-karol-bagh-new-delhi,"Butter Tandoori Chicken, Changezi Chicken, Mughlai Chicken, Khameeri Roti, Firni, Spicy Chicken","Nice Crowd, Pocket Friendly, Great Recommendations, Great Ambiance, Authentic Taste, Prompt Service"
365,700,Chinese Kitchen,"Momos, Chinese, North Indian, Beverages",550," Karkardooma, New Delhi",4.2,488,https://www.zomato.com/ncr/chinese-kitchen-karkardooma-new-delhi,"Afghan Chicken, Paneer Momos, Drums of Heaven, Noodle, Chilly Potato, Chicken Lollipop","Open Seating, Cute Little Place, Good Crowd, Good Packing, Sitting Area, Great Ambiance"
366,702,The Rolling Joint,"Rolls, North Indian, Beverages",500," Connaught Place, New Delhi",4.2,1313,https://www.zomato.com/ncr/the-rolling-joint-connaught-place-new-delhi,"Soya Chaap Tikka Roll, Pink Mojito, Masala Lime Soda, Peri Chicken Roll, Kokum Drink, Chicken Khurchan","Nice Concept, Excellent Place, Good Crowd, Wonderful Place, Friendly Place, Quick Service"
367,703,Hishi Cafe,"Cafe, Continental, Fast Food, Beverages",850," Jangpura, New Delhi",4.2,1317,https://www.zomato.com/ncr/hishi-cafe-jangpura-new-delhi,"Pork Ham Sandwich, Cheese Chicken Omelette, Tomato Basil Bruschetta, Classic Veg Burger, Tuna Sandwich, Bubblegum Shake","Freshly Prepared, Sit and Read, Quiet, Highly Recommended, Tasty Stuff, Delivery on Time"
368,704,Ramesh Vaishno Dhaba,North Indian,500," Chander Nagar, New Delhi",4.2,643,https://www.zomato.com/ncr/ramesh-vaishno-dhaba-chander-nagar-new-delhi,"Veg Korma, Stuffed Chaap, Shahi Paneer, Paneer Tikka","Reasonable Prices, Good Place, Food Quality, Price, Quantity, Ambience"
369,707,Mughlai Junction,"North Indian, Mughlai, Rolls",700," Connaught Place, New Delhi",4.2,555,https://www.zomato.com/ncr/mughlai-junction-connaught-place-new-delhi,"Jahangiri Chicken Korma, Tangdi Chicken, Chicken Burrah, Rara Meat, Authentic Mughlai Food, Khameeri Roti","Good Pricing, Clean Place, Family Place, Waiter, Courteous Staff, Polite Staff"
370,708,Bikanervala Angan,"Mithai, Street Food, North Indian, Chinese, South Indian, Beverages, Desserts",500," Karol Bagh, New Delhi",4.2,1162,https://www.zomato.com/ncr/bikanervala-angan-karol-bagh-new-delhi,"Deluxe Veg Thali, Kaju Barfi, South Indian Platter, Ras Malai, Jalebi, Tandoori Platter","Sweetshop+Restaurant, Very Clean Place, Parking Space Available, Affordable, Breakfast Menu, Fancy Crowd"
371,709,McDonald's,"Burger, Fast Food, Beverages, Desserts",500," Karkardooma, New Delhi",4.2,822,https://www.zomato.com/ncr/mcdonalds-karkardooma,"Veg Pizza Mcpuff, Mcaloo Tikki, Choco Brownie, Peri Fries, Iced Tea, Burgers","Not very Crowded, Cute Little Place, Inexpensive, Cozy Ambiance, Pocket Friendly, Great Recommendations"
372,710,Amritsari Kulccha Corner,"North Indian, Street Food",300," Vikaspuri, New Delhi",4.2,372,https://www.zomato.com/ncr/amritsari-kulccha-corner-vikaspuri-new-delhi,"Mixed Kulcha, Aloo Pyaz Kulcha, Cheese Kulcha, Boondi Raita, Gulab Jamun, Thali","Inexpensive, Great Recommendations, Great Ambiance, Prompt Service, Polite Staff, Amazing Taste"
373,711,Bakers Oven,"Bakery, Fast Food, Beverages, Pizza, Wraps",400," Sector 31, Gurgaon",4.2,431,https://www.zomato.com/ncr/bakers-oven-sector-31,"Walnut Chocolate Pastry, Veg Pattice, Veg Grilled Sandwich, Fresh Fruit Cake, Pastries, Cakes","Highly Recommended, Coffee Date, Pretty Decor, Food Presentation, Good Taste, Great Place"
374,712,Giani's,"Ice Cream, Desserts, Beverages",300," Paschim Vihar, New Delhi",4.2,492,https://www.zomato.com/ncr/gianis-paschim-vihar-new-delhi,"Caramel Mocha Sundae, Brownie Sunday, Chocolate Fudge, Belgian Chocolate, Ice Creams, Icecream","Best Place, Flavour, Presentation, Menu, Ambience, Food"
375,713,Champaran Meat House,North Indian,500," Gaur City 2, Greater Noida",4.2,494,https://www.zomato.com/ncr/champaran-meat-house-gaur-city-2-greater-noida,"Handi Mutton, Mutton Curry, Handi Chicken, Fish Curry, Chicken Curry, Meat","Lip Smacking Food, Inexpensive, Economical, Comfort Food, Mouth Watering Food, Great Recommendations"
376,714,Janta Eating House,North Indian,300," Shahdara, New Delhi",4.2,1559,https://www.zomato.com/ncr/janta-eating-house-shahdara-new-delhi,"Shahi Paneer Makhani, Paneer Naan, Panneer Butter Masala, Jeera Rice, Rajma, Butter Roti","Bang for the Buck, Elegantly Decorated, Low Price, Great Recommendations, Great Ambiance, Polite Staff"
377,715,Delhicacy,"Street Food, South Indian, North Indian, Mithai",400," DLF Galleria, DLF Phase 4, Gurgaon",4.2,727,https://www.zomato.com/ncr/delhicacy-dlf-phase-4,"Golgappa Shots, Palak Patta Chat, Sev Puri, Bedmi Puri, Jalebi, Matar Kulcha","Professional Behaviour, Bang for the Buck, Cute Little Place, Pocket Friendly, Authentic Food, Cozy Place"
378,716,Punjab Chicken Corner,"North Indian, Chinese, Mughlai, Rolls",700," Gaur City 1, Greater Noida",4.2,444,https://www.zomato.com/ncr/punjab-chicken-corner-gaur-city-1,"Pindi Chana Masala, Masala Tikka, Honey Chilli Potatoes, Chicken Rara, Mutton Curry, Paneer Butter Masala","Good Food Good Quality, Bang for the Buck, Office Crowd, Casual Seating Area, Cute Little Place, Good Crowd"
379,717,The Salad Story,"Cafe, Healthy Food, Salad, Fast Food, Beverages",900," Chanakyapuri, New Delhi",4.2,445,https://www.zomato.com/ncr/the-salad-story-chanakyapuri-new-delhi,"Blended Cold Coffee, Berry Smoothie, Grilled Chicken, Mocha, Salads, Wraps","Healthy Options, Fresh Ingredients, Healthy Food, Outdoor Seating, View, Courteous Staff"
380,718,Rice - Radisson Blu Dwarka,"Chinese, Thai, Vietnamese, Japanese",4000," Radisson Blu, Sector 13, Dwarka, New Delhi",4.2,449,https://www.zomato.com/ncr/rice-radisson-blu-dwarka-sector-13-dwarka-new-delhi,"Kung Pao Chicken, Buffet, Dimsums, Prawns, Soup, Ice Cream","Classy Decor, Wonderful Service, Chinese, Server, Excellent Food, Hospitality"
381,720,Pizza Connection,"Pizza, Fast Food",400," Kalkaji, New Delhi",4.2,409,https://www.zomato.com/ncr/pizza-connection-2-kalkaji-new-delhi,"Paneer Peri Peri, Peri Chicken, Stuffed Garlic Bread, Paneer Pizza, White Sauce Pasta, Pasta","Pocket Friendly, Nice Crowd, Great Ambiance, Polite Staff, Prompt Service, Worth the Money"
382,721,Wing Ding - Pub & Cafe,"Continental, Lebanese, Mediterranean, North Indian",1800," Gardens Galleria, Sector 38 Noida, Noida",4.2,613,https://www.zomato.com/ncr/wing-ding-pub-cafe-sector-38-noida,"Beers, Chilli Potatoes, Nachos, Prawns, Starter, White Sauce Pasta","Happy Hour Menu, Balcony Area, Affordable Food, Outdoor Sitting, Good Vibe, Helpful Staff"
383,723,The Brown Box,"Cafe, Bakery, Italian, Desserts",750," Panchsheel Park, New Delhi",4.2,276,https://www.zomato.com/ncr/the-brown-box-panchsheel-park-new-delhi,"Cappuccino, Pastries, Oreo Shake, Desserts, Sandwiches, Cold Coffee","Surrounding, Calm, Beautiful Place, Cafe, Owner, Decor"
384,724,New York Slice,"Pizza, Italian, Sandwich, Fast Food, Beverages",600," Golf Course Road, Gurgaon",4.2,242,https://www.zomato.com/ncr/new-york-slice-golf-course-road,"American Veg Pizza, Veggie Pasta, Cheese Dip, Peri Peri Pizza, Margherita Pizza, Pepperoni","Excellent Packing, Delivery on Time, Great Customer Service, Finest Place, Variety of Pizza, Best Services"
385,725,Kings Kulfi,"Ice Cream, Desserts",150," Rajinder Nagar, New Delhi",4.2,222,https://www.zomato.com/ncr/kings-kulfi-rajinder-nagar-new-delhi,"Jamun Kulfi, Ice Cream Sundae, Chocolate Fudge, Ice Creams","Location, Best Place, Packing, Prices, Quality, Staff"
386,726,Cicchetti By Mr Beans,"European, Italian, Continental, Bar Food",2000," DLF Cyber City, Gurgaon",4.2,394,https://www.zomato.com/ncr/cicchetti-by-mr-beans-dlf-cyber-city,"Spaghetti Pomodoro, Flatbreads, Coffee Frappe, Croissant, Tomato Soup, Hot Chocolate","Relaxed Atmosphere, Ample Seating Area, Courteous Staff, Server, Family Crowd, Good Ambience"
387,727,Carl's Jr.,"Burger, Fast Food",450," DLF Mall of India, Sector 18,  Noida, Noida",4.2,1161,https://www.zomato.com/ncr/carls-jr-sector-18-noida,"Mango Jalapeno Burger, Chicken Tikka Masala Burger, Onion Burger, Wasabi Fries, Chicken Slider, Lamb Patty","Free Refills, Unlimited Refills, Pocket Friendly, Low Price, Good Crowd, Combos"
388,728,KOOLCHAS - Mera Wala Kulcha,"North Indian, Fast Food, Beverages, Desserts",350," Sushant Lok, Gurgaon",4.2,441,https://www.zomato.com/ncr/koolchas-mera-wala-kulcha-sushant-lok,"Soda Sikhanji, Paneer Jalfrezi, Kokum Drink, Kulfi, Kulcha, Mutton Seekh","Cozy Ambiance, Pocket Friendly, Cute Little Place, Great Ambiance, Prompt Service, Courteous Staff"
389,729,Cafe Coffee Day,"Coffee, Cafe, Fast Food, Sandwich, Desserts, Beverages",550," Chanakyapuri, New Delhi",4.2,678,https://www.zomato.com/ncr/cafe-coffee-day-chanakyapuri-new-delhi,"Coffee Frappe, Chocolate Fantasy, Coffees, Veg Sandwich, Cappuccino, Brownie","Sit and Read, Best Location, Peaceful Environment, Surrounding, Best Outlets, Peaceful Place"
390,730,Bamboo Shoots,Asian,1600," Sector 18, Noida",4.2,701,https://www.zomato.com/ncr/bamboo-shoots-sector-18-noida,"Lobster, Fried Prawns, Kung Pao Chicken, Sweet Corn Soup, Soups, Prawn","Chinese, Family Restaurant, Good Value, Authentic Taste, Decent Place, Prompt Service"
391,732,Kulcha Walas,North Indian,400," Sector 31, Gurgaon",4.2,474,https://www.zomato.com/ncr/kulcha-walas-sector-31,"Aloo Pyaz Kulcha, Onion Kulcha, Cholle Bhature, Chutney","Great Recommendations, Breakfast, Polite Staff, Tamper Proof Packaging, Owner, Contactless Delivery"
392,733,Tokyo Table,"Japanese, Sushi",600," Worldmark 1, Aerocity, New Delhi",4.2,397,https://www.zomato.com/ncr/tokyo-table-aerocity-new-delhi,"Chicken Curry Rice, Chicken Gyoza, Bread Roll, Cheese Roll, Noodle","Chirpy Crowd, Drive through, Pocket Friendly, Nice Crowd, Polite, Nice Staff"
393,734,The Biryani Smoke House,"Biryani, North Indian, Chinese",600," Indirapuram, Ghaziabad",4.2,477,https://www.zomato.com/ncr/the-biryani-smoke-house-indirapuram-ghaziabad,"Authentic Hyderabadi Biryani, Non Veg Biryani, Chicken Dum Biryani, Shahi Tukda, Briyani, Starters","Authentic Taste, Polite Staff, Nice Ambience, Hospitality, Good Ambience, Good Taste"
394,735,Tasty Noodle Twist,"Chinese, Asian, Thai, Momos, Seafood, Healthy Food",700," Model Town 2, New Delhi",4.2,289,https://www.zomato.com/ncr/tasty-noodle-twist-model-town-2-new-delhi,"Chocolate Roll, Paneer Cheese, Fried Chicken Wings, Noodle, Chilli Potatoes, Chilli Garlic Noodles","Authentic, Gastronomical Experience, Great Value, Chinese, Hospitality, Preparation"
395,736,Hashery,"Cafe, Mediterranean, Desserts, Beverages",650," Connaught Place, New Delhi",4.2,328,https://www.zomato.com/ncr/hashery-connaught-place-new-delhi,"Vegetable Dimsums, Hot Chocolate, Hot Coffee, Tea, White Sauce Pasta, Shakes","Cozy Ambience, Cozy Place, Staff Behaviour, Host, Beautiful Ambience, Vibe"
