,old_index,Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Website,Known_For2,Known_For22
266,480,Café Resto - Jaypee Siddharth,"European, Continental, North Indian, Desserts, Italian",3000," Jaypee Siddharth, Rajendra Place, New Delhi",4.3,998,https://www.zomato.com/ncr/café-resto-jaypee-siddharth-rajendra-place-new-delhi,"Burger Samosa, Chocolate Truffle Cake, Buffet, Cappuccino, Salads, Dosa","Romantic Dining, Intimate Setting, Nice Hotel, Best Hotel, Sophisticated, Breakfasts"
267,481,Poppins Hotal,"North Indian, Goan, South Indian",800," Cross Point Mall, DLF Phase 4, Gurgaon",4.3,268,https://www.zomato.com/ncr/poppins-hotal-dlf-phase-4,"Kebab Pav, Mutton Pepper Fry, Paneer Kofta, Tawa Fish, Fish Fry, Pork","Vibrant Decor, Service and Quality of Food, Ambience is very Nice, Unique Menu, Great Hospitality, Reasonable Rates"
268,482,Wat-A-Burger - India Ka Burger,"Burger, Fast Food, Beverages",300," Sector 18, Noida",4.3,1276,https://www.zomato.com/ncr/wat-a-burger-india-ka-burger-sector-18-noida,"Mud Pie Shake, Crispy Potato Wedges, Paneer Maharaja, Corn Cheese Nuggets, Coleslaw Sandwich, Bbq Chicken Sandwich","Free Wifi, Pocket Friendly Prices, Cheap Prices, Elegantly Decorated, Comfortable Seating, Good Crowd"
269,483,Krispy Kreme,"Desserts, Beverages",300," Select Citywalk Mall, Saket, New Delhi",4.3,924,https://www.zomato.com/ncr/krispy-kreme-saket-new-delhi,"Original Glazed, Caramel Donut, Chocolate Decadence, Donuts, Latte, Coffees","Combo, Good Taste, Best Place, Ambiance, Good Service, Staff"
270,484,Morellos - (Mess)Merising Shakes,"Cafe, Beverages",900," Sector 57, Gurgaon",4.3,458,https://www.zomato.com/ncr/morellos-messmerising-shakes-sector-57,"Peri Fries, Kitkat Shake, Shakes, Nachos, Brownie, White Sauce Pasta","Cozy Place, Concept, Owner, Preparation, Great Ambience, Presentation"
271,485,Pizzeria By Crepe-fe,"Desserts, Fast Food, American, Beverages, Pizza, Ice Cream",700," Baani Square, Sector 50, Gurgaon",4.3,436,https://www.zomato.com/ncr/pizzeria-by-crepe-fe-ardee-city,"Nutella Croissant, Nutella Crepe, Bagels, Gelato, Crepes, Choco Fudge","Decor, Concept, Courteous Staff, Amazing Food, Amazing Place, Packing"
272,486,Pita Pit,"Healthy Food, Fast Food, Salad, Beverages",500," Cyber Hub, DLF Cyber City, Gurgaon",4.3,1073,https://www.zomato.com/ncr/pita-pit-dlf-cyber-city,"Chocolate Chunk Cookie, Pita Sandwich, Chicken Caesar, Chicken Ham, Wraps, Hummus","Quick Service Restaurant, Healthy Options, Not very Crowded, Healthy Food, Economical, Fresh"
273,487,Oriental Fusion,"Asian, Chinese, Thai",650," Baani Square, Sector 50, Gurgaon",4.3,715,https://www.zomato.com/ncr/oriental-fusion-sector-50,"Chinese Spring Rolls, Fortune Cookie, Egg Noodles, Chicken Lollypop, Chicken Dimsums, Pan Fried Noodles","Courteous Staff and Service, Fresh and Tasty, Tasty Stuff, Worth the Price, Good for Large Groups, Relaxed Atmosphere"
274,488,Milestone,"North Indian, Mughlai, Biryani, Rolls, Momos",600," Sector 25, Noida",4.3,781,https://www.zomato.com/milestone,"Palak Gravy, Soya Chaap Biryani, Chicken Seekh, Panneer Butter Masala, Achari Chaap, Tandoori Chaap","Freshly Prepared, Bookshelf, Intimate Seating, Tasty Stuff, Delivery on Time, Many Choices"
275,489,Bakerz Lodge,"Bakery, Desserts, Fast Food",500," Punjabi Bagh, New Delhi",4.3,341,https://www.zomato.com/ncr/bakerz-lodge-punjabi-bagh-new-delhi,"Choco Truffle, Pastries, Cakes, Desserts, Brownie, Cheesecake","Sitting Area, Theme, Good Quality Food, Decor, Owner, Courteous Staff"
276,490,Gabbars,"Mughlai, North Indian, Fast Food",350," Vasant Kunj, New Delhi",4.3,382,https://www.zomato.com/ncr/gabbars-vasant-kunj-new-delhi,"Bhatti Murg, Bhatti Chicken, Tandoori Mushrooms, Soya Chaap Masala, Panneer Butter Masala, Mutton Rogan Josh","Good Packaging, Good Quantity, Excellent Food, Great Taste, Tasty Food, Perfect Place"
277,497,Romeo Lane,"North Indian, Continental, Italian, Asian",1900," Civil Lines, New Delhi",4.2,915,https://www.zomato.com/ncr/romeo-lane-civil-lines-new-delhi,"Chicken Parmigiana, Grilled Chicken Steak, Mac N Cheese, Panneer Butter Masala, Smoothie, Choco Lava","Valet Service, Great Buffet Spread, Relaxed Atmosphere, Rooftop Seating, Romantic Place, Themed Decor"
278,498,Under The Neem,"Continental, Cafe, North Indian, Italian, Desserts, Beverages",2100," Sector 83, Gurgaon",4.2,299,https://www.zomato.com/ncr/under-the-neem-sector-83,"Pasta Arrabiatta, Tawa Chicken, Shakes, Tea, Coffee, Pizza","Nice Food Nice Service, Play Area, Sit and Read, Cleanliness, Beautiful Place, Vibe"
279,502,Antidot Waterbar Cafe,"Continental, North Indian, Asian, Pizza, Beverages",1800," Safdarjung, New Delhi",4.2,1259,https://www.zomato.com/ncr/antidot-waterbar-cafe-safdarjung-new-delhi,"Death by Chocolate, Peri Chicken, Malai Soya Chaap, Paneer Tikka Pizza, Cocktail, Nachos","Good Service and Good Food, Rooftop Section, Good Bartenders, Amazing Food at Amazing Price, Vintage Decor, Rooftop Ambience"
280,509,Public Affair,"European, Italian, Mexican, Thai, Beverages, Asian",2100," Khan Market, New Delhi",4.2,785,https://www.zomato.com/ncr/public-affair-khan-market-new-delhi,"Celebrate the art of cocktail making,Special price on Delhi’s most popular cocktails.","Chicken Mustard, Vegetable Mezze Platter, Peri Peri Prawns, Mexican Platter, Flat Bread, Ravioli"
281,512,The Beer Cafe - BIGGIE,"Finger Food, Continental, Italian, Pizza, North Indian, Beverages",1500," Connaught Place, New Delhi",4.2,1732,https://www.zomato.com/ncr/the-beer-cafe-biggie-connaught-place-new-delhi,"Peach Lemonade, Corn Bhel, House Pizza, Beers, Onion Rings, Chicken Wings","Live Sports Screening, Live Entertainment, Decent Staff, Perfect Location, Rooftop Ambience, Light Music"
282,518,Amrik Sukhdev,"North Indian, Chinese, South Indian, Street Food",400," Murthal, New Delhi",4.2,1994,https://www.zomato.com/ncr/amrik-sukhdev-murthal-new-delhi,"Aloo Stuffed Paratha, Salted Lassi, Paneer Samosa, Imarti, Aloo Pyaz Parantha, Tandoori Paratha","Themed Decor, Good for Large Groups, Table Service, Good Quality Good Service, Loved it, Parking Space"
283,522,Rose Cafe,"Coffee, Cafe, Continental, Mediterranean, Fast Food, Italian, Desserts, Beverages",1400," Lado Sarai, New Delhi",4.2,3318,https://www.zomato.com/ncr/rose-cafe-lado-sarai-new-delhi,"Skinny Pizza, Eggless Dessert, Chicken Tarts, Belgium Chocolate Ice Cream, Herbed Chicken, Waffle Sundae","Chic Decor, Chic Ambience, Nice Outdoor Seating, Vintage Decor, Lovely Decor, Pretty Cafe"
284,523,OLLY - Olive's All Day Cafe & Bar,"Italian, Pizza, Mediterranean, European, Beverages, Desserts",2000," Cyber Hub, DLF Cyber City, Gurgaon",4.2,724,https://www.zomato.com/ncr/olly-olives-all-day-cafe-bar-dlf-cyber-city,"Chermoula Chicken, Sweet Potato Salad, Chicken Quesadilla, French Toast, Banoffee Pie, Lamb Chops","Calm, Outdoor, Good Vibes, Ambience was Super Cool, Brunch, Live Music"
285,525,Civil Lines Wala,North Indian,350," Sector 15, Gurgaon",4.2,631,https://www.zomato.com/ncr/civil-lines-wala-sector-15,"Kadhi Chawal, Rajma Chawal, Chole, Thali, Shahi Paneer, Dal","Service and Quality of Food, Bang for the Buck, Office Crowd, Inexpensive, Great Recommendations, Prompt Service"
286,526,Om Sweets & Snacks,"North Indian, South Indian, Fast Food, Mithai, Bakery, Chinese, Street Food, Beverages",400," Jail Road, New Delhi",4.2,2159,https://www.zomato.com/ncr/om-sweets-snacks-jail-road-new-delhi,"Tomato Cheese Sandwich, Amritsari Koolcha, Crispy Jalebi, Malai Ghewar, Imarti, Chana Bhatura","Chirpy Crowd, Drive through, Not very Crowded, Cozy Ambiance, Inexpensive, Family Restaurant"
287,530,Mama's Buoi,"North Indian, Continental, Italian, Chinese, Fast Food, Beverages",1000," Hudson Lane, New Delhi",4.2,2927,https://www.zomato.com/ncr/mamas-buoi-delhi-university-gtb-nagar,"Peri Peri Fish Tikka, Signature Pizza, Mozzarella Cheese Sticks, Death by Chocolate, Sizzling Brownie, Succulent Chicken","Chic Decor, Rooftop Seating, Rooftop Cafe, Live Singing, Roof Top, Sheesha"
288,535,Band Baaja Baaraat,"North Indian, Chinese, Kebab",900," Rajouri Garden, New Delhi",4.2,1761,https://www.zomato.com/ncr/band-baaja-baaraat-rajouri-garden-new-delhi,"Vegetable Corn Soup, Pan Mojito, Masala Corn, Salsa Potatoes, Rara Gosht, Palak Patta Chat","Valet Service, Flowers, Taste was Awesome, Amazing Interior, Live Grill, Reasonable Cost"
289,536,Pikkle,"North Indian, Continental, Asian, Sushi",1800," Rajinder Nagar, New Delhi",4.2,850,https://www.zomato.com/ncr/pikkle-rajinder-nagar-new-delhi,"Boti Chicken, Salmon Tikka, Tempura Prawns, Haleem, Ramen, Sushi","Live Performances, Comfortable Seating Area, Outside Seating, Live Band, Service Charge, Live Music"
290,550,Le Cantine,"European, Mediterranean, Italian, Desserts, Beverages",1000," DLF Promenade Mall, Vasant Kunj, New Delhi",4.2,477,https://www.zomato.com/ncr/le-cantine-vasant-kunj-new-delhi,"Warm Chocolate Pudding, Chicken Ala Kiev, Chicken Croquettes, Belgian Chocolate, Pesto Pasta, Mezze Platter","Themed Decor, Service is Great, Relaxed Atmosphere, Comfortable Seating, Fancy Crowd, Amazing Staff"
291,552,Rajasthali,Rajasthani,700," Connaught Place, New Delhi",4.2,483,https://www.zomato.com/ncr/rajasthali-connaught-place-new-delhi,"Mirch Vada, Dal Panchmel, Puran Poli, Churma, Gatta Curry, Dhokla","Comfortable Seating Area, Relaxed Atmosphere, Serving Size, Good Value, Courteous Staff, Family Crowd"
292,560,Maharashtra Sadan,"Maharashtrian, North Indian",700," India Gate, New Delhi",4.2,908,https://www.zomato.com/ncr/maharashtra-sadan-india-gate-new-delhi,"Chicken Warhadi, Matki Usal, Kolhapuri Mutton, Puran Poli, Missal Pav, Chicken Kolhapuri","Good for Large Groups, Relaxed Atmosphere, Family Place, Parking, Authenticity, Breakfast"
293,561,The Ladakhi Kitchen,"Tibetan, Momos, Chinese",750," Supermart 1, DLF Phase 4, Gurgaon",4.2,863,https://www.zomato.com/ncr/the-ladakhi-kitchen-dlf-phase-4,"Spicy Momo, Pork Shapta, Authentic Tibetan Food, Tingmo, Pork Momo, Wheat Momo","Rooftop Ambience, Cozy, Cosy Place, Packed on Weekends, Family Place, Authentic Food"
294,563,Lha Kitchen,"Chinese, Nepalese, Tibetan",600," Safdarjung, New Delhi",4.2,253,https://www.zomato.com/ncr/lha-kitchen-safdarjung-new-delhi,"Aloo Sadeko, Thukpa Noodles, Chicken Thali, Pork Ribs, Chicken Momo, Momos","Fusion Dishes, Gastronomical Experience, Cozy Place, Ample Seating Area, Authenticity, Fancy Crowd"
295,564,Le Cirque - The Leela Palace,"French, Italian",5000," The Leela Palace, Chanakyapuri, New Delhi",4.2,311,https://www.zomato.com/ncr/le-cirque-the-leela-palace-chanakyapuri-new-delhi,"Morel Mushroom Risotto, Scallops, Wine, Cocktails, Desserts","Jazz Music, Relaxed Atmosphere, View, Waiter, Great Service, Decor"
296,566,Branch Kitchen And Bar,"Asian, Italian, Burger, Sandwich, Sushi",1400," South Extension 2, New Delhi",4.2,627,https://www.zomato.com/ncr/branch-kitchen-and-bar-south-extension-2-new-delhi,"Mutton Galouti Kabab, Margherita Pizza, Virgin Mojito, Thin Crust Pizza, Mushrooms, Mocktails","Pretty Cafe, Couple Friendly, Beautiful Cafe, Serving Staff, Healthy Options, Ambience was Super Cool"
297,569,Chateau De Pondichery,"Chettinad, French, South Indian, Tamil, Beverages",1700," Adchini, New Delhi",4.2,731,https://www.zomato.com/ncr/chateau-de-pondichery-adchini-new-delhi,"Dessert Crepe, Chocolate Ganache, Churros, Pepper Chicken, Filter Coffee, Prawn","Overall the Food was Good, Elegant Decor, Personal Attention, Calm, Lovely Ambience, Bartender"
298,571,Shalom/Laidback Bar,"Continental, North Indian, Asian, Cafe, Pizza, Italian",2000," DLF Avenue, Saket, New Delhi",4.2,403,https://www.zomato.com/ncr/shalom-laidback-bar-saket-new-delhi,"Mezze Platter, Hummus, Chips, Chilli Chicken, Drink, Pizza","Service by Staff, Amazing Food and Experience, Calm, Relaxed Atmosphere, Sheesha, Family Place"
299,573,Kali Ghata,"North Indian, South Indian, Chinese, Fast Food, Mithai",500," Uttam Nagar, New Delhi",4.2,807,https://www.zomato.com/ncr/kali-ghata-uttam-nagar-new-delhi,"Dahi Samosa, Kaju Katli, Gajar Halwa, Rajkachori, Golgappe, Lassi","Good for Small Groups, Very Clean Place, Spacious Seating Area, Unique Menu, Good Options, Packed on Weekends"
300,574,Baluchi - The Lalit New Delhi,"Mughlai, North Indian, South Indian, Kebab",4000," The Lalit New Delhi, Barakhamba Road, New Delhi",4.2,515,https://www.zomato.com/BaluchiNewDelhi,"Dal Balluchi, Pan Kulfi, Fish Tikka, Gulab Jamun, Breads, Dessert","Luxury, Theme, Hospitality, Main Course, Decor, Courteous Staff"
301,576,Haldiram's,"North Indian, South Indian, Fast Food, Mithai, Street Food, Bakery, Chinese",600," Lajpat Nagar 3, New Delhi",4.2,1365,https://www.zomato.com/ncr/haldirams-lajpat-nagar-3-new-delhi,"Pista Barfi, Paneer Cutlets, Kesar Kulfi Faluda, Delhi Chaat, Raj Kachori, Matar Kulcha","Drive through, Economical, Self Service, Casual Seating Area, Serving Staff, Clean Place"
302,578,Helix - The Celestial Kitchen,"Chinese, Asian, Continental, North Indian, Beverages",1600," Elements One Mall, Sector 49, Gurgaon",4.2,344,https://www.zomato.com/ncr/helix-the-celestial-kitchen-south-city-2-gurgaon,"Shrimp Cocktail, Chips, Drink, Beer, Pasta, Paneer Tikka","Comfortable Lounge Atmosphere, Casual Dress Code, Fairly Priced Beers, Live Music, Cool Place, Bar"
303,581,The Tummy Section,"Fast Food, Chinese",350," Jail Road, New Delhi",4.2,1765,https://www.zomato.com/ncr/the-tummy-section-jail-road-new-delhi,"Garlic Sauce Momo, Creamy Chicken Lollipops, Chicken Shawarama, Crispy Momos, Shawarma Rolls, Gravy Momo","Not very Crowded, Best Outlets, Inexpensive, Pocket Friendly, Seating Arrangements, Great Recommendations"
304,585,Big Boyz Lounge Air Bar,"Bar Food, North Indian, Chinese, Fast Food, Desserts, Beverages",1800," Sector 29, Gurgaon",4.2,1310,https://www.zomato.com/ncr/big-boyz-lounge-air-bar-sector-29,"Tandoori Chicken Tikka, Paneer Tikka Pizza, Sangria, Cocktail, Tawa Chicken, Peri Peri Fries","Music and Ambience, No Cover Charge, Awesome Dj, Dance Floor, Authentic, Affordable"
305,587,Prem Dhaba,"North Indian, Mughlai",600," Karol Bagh, New Delhi",4.2,923,https://www.zomato.com/ncr/prem-dhaba-karol-bagh-new-delhi,"Butter Chicken and Naan, Chicken Tenders, Masala Chaap, Tawa Chicken, Afghani Chicken, Daal Makhni","Very Cheap, Desi Vibes, Pocket Friendly, Family Crowd, Tamper Proof Packaging, Reasonable Price"
306,588,Rewari Sweets,"Mithai, Street Food",150," Sadar Bazar, Gurgaon",4.2,566,https://www.zomato.com/ncr/rewari-sweets-sadar-bazar,"Chatpata Chaats, Paneer Jalebi, Thali Options, Gujiya, Rasmalai, Lassi","Huge Vegetarian Menu, Parking Space Available, Comfortable Chairs, Hygienic Place, Family Crowd, Best Place"
307,598,"Cafe Dakia-Pizza,Pasta & More","Cafe, Fast Food, Panini, Pasta, Pizza, Italian, Beverages",600," Sushant Lok, Gurgaon",4.2,202,https://www.zomato.com/ncr/cafe-dakia-pizzapasta-more-sushant-lok,"Baked Macaroni, Peri Peri Paneer, Brown Rice, Paneer Tikka Pizza, Cheesecake, Burger","Impressive Decor, Quiet Place, Best Prices, Yummy Dishes, Fastest Delivery, Great Atmosphere"
308,600,NutrioBox,"Continental, Fast Food, Healthy Food, Desserts, Beverages",600," Prashant Vihar, New Delhi",4.2,659,https://www.zomato.com/ncr/nutriobox-prashant-vihar-new-delhi,"Exotic Fruit Bowl, Stuffed Chicken Breast, Meal Box, Carrot Cake, Bbq Chicken, Omelette","Quantity and Quality of Food, Healthy Options, Casual Seating Area, Economical, Healthy Food, More Variety"
309,601,Al Jawahar,"Mughlai, North Indian",500," Jama Masjid, New Delhi",4.2,3234,https://www.zomato.com/ncr/al-jawahar-jama-masjid-new-delhi,"Chicken Bihari, Roti Boti Roll, Kaleji Gurda, Sheer Maal, Badam Pasanda, Mutton Quorma","Gastronomical Experience, Loved it, Themed Decor, Clean Place, Relaxed Atmosphere, Authenticity"
310,602,RP's Restaurant,"Mughlai, North Indian, South Indian, Fast Food, Chinese, Rolls",700," Malviya Nagar, New Delhi",4.2,1688,https://www.zomato.com/ncr/rps-restaurant-malviya-nagar-new-delhi,"Kashmiri Aloo, Soyabean Chaap, Hariyali Chicken, Ginger Chicken, Vegetable Uttapam, Deluxe Veg Thali","Gastronomical Experience, Themed Decor, Fastest Delivery, Good Menu, Family Restaurant, Packed on Weekends"
311,603,Chinese Panda,Chinese,1500," Sector 29, Gurgaon",4.2,1023,https://www.zomato.com/ncr/chinese-panda-sector-29,"Pepper Chicken Wing, Prawn Manchurian, Spicy Fish, Vegetable Hakka Noodles, Dimsum Platter, Pepper Prawns","Good Pricing, Nice Atmosphere, Comfortable Seating Area, Friendly Service, Family Place, Chinese"
312,606,Nagaland's Kitchen,"Chinese, Thai, Seafood, Naga",1500," Green Park, New Delhi",4.2,1167,https://www.zomato.com/ncr/nagalands-kitchen-green-park-new-delhi,"Bamboo Shoot Pork, Naga Thali, Pork Thali, Meat Curry, Ribs, Chicken Dimsums","Excellent Variety, Authentic, Live Band, Ample Seating Area, Cosy Place, Courteous Service"
313,608,Momo's Point,"Chinese, Fast Food",500," Kamla Nagar, New Delhi",4.2,1669,https://www.zomato.com/ncr/momos-point-kamla-nagar-new-delhi,"Veg Masala Momos, Crispy Honey Potatoes, Juicy Chicken Drumsticks, Thai Noodles, Chicken Meal, Chicken Fried Momos","Elegantly Decorated, Bang for the Buck, Casual Seating Area, Not very Crowded, Servings, Great Recommendations"
314,609,Walk In The Woods,"North Indian, Mughlai, Chinese",1300," Vaishali, Ghaziabad",4.2,1309,https://www.zomato.com/ncr/walk-in-the-woods-vaishali-ghaziabad,"Honey Potato, Boneless Chicken, Rara Chicken, Sizzler, Sweet Corn Soup, Mocktail","Themed Decor, Staff Behavior, Ample Seating Area, Theme, Family Restaurant, Family Place"
315,612,Zaika-E-Dilli,"North Indian, Chinese, South Indian, Fast Food",400," Shahdara, New Delhi",4.2,1656,https://www.zomato.com/ncr/zaika-e-dilli-shahdara-new-delhi,"Stuffed Chaap, Paneer Tika, Mushroom Masala, Malai Chaap Roll, Paneer Naan, Deluxe Thali","Comfortable Seating Area, Relaxed Atmosphere, Themed Decor, Quality of Food, Family Place, Packed on Weekends"
316,613,Cafe Culture,"Cafe, Italian, Continental, Beverages",1000," Greater Kailash 1 (GK1), New Delhi",4.2,429,https://www.zomato.com/ncr/cafe-culture-greater-kailash-gk-1-new-delhi,"Mint Drink, Berry Smoothie, Mezze Platter, Tiramisu, Coffees, Salads","Romantic Seating, Brunch, Good Options, Vibe, Cafe, Decor"
317,614,Maini's Green Leaf,"North Indian, Chinese",900," Kaushambi, Ghaziabad",4.2,675,https://www.zomato.com/ncr/mainis-green-leaf-kaushambi-ghaziabad,"Dahi Ke Sholey, Sizzlers, Tomato Soup, Malai Kofta, Soups, Paneer Lababdar","Pure Veg, Good for Large Groups, Relaxed Atmosphere, Nice Decor, Family Restaurant, Staff Service"
318,618,Jughead's Fast Food Corner,"Chinese, Fast Food, North Indian",500," Uday Park, New Delhi",4.2,857,https://www.zomato.com/ncr/jugheads-fast-food-corner-uday-park-new-delhi,"Butter Chicken Pizza, Honey Chilli Potatoes, Chilli Paneer, Pizzas, Burgers, Shahi Paneer","Pocket Friendly, Inexpensive, Great Recommendations, Fast Delivery, Polite Staff, Portions"
319,623,Wok In The Clouds,"Chinese, Thai, Continental, North Indian, Beverages",2000," Khan Market, New Delhi",4.2,1136,https://www.zomato.com/ncr/wok-in-the-clouds-khan-market-new-delhi,"Chicken Triangles, Mango Sangria, Kulfi Platter, Buffalo Chicken Wings, Sizzling Brownie, Pad Thai Noodles","Wooden Interiors, Courteous Service, New Menu, Serving Size, Sheesha, Band"
320,625,The Artful Baker,"Bakery, Desserts, Beverages, Fast Food",500," Khan Market, New Delhi",4.2,398,https://www.zomato.com/ncr/the-artful-baker-khan-market-new-delhi,"Cheese Croissant, Chocolate Muffin, Macaroons, Latte, Hot Chocolate, Pastries","Pretty Decor, Seat, Courteous Staff, Chef, Amazing Place, Owner"
321,626,Kaffiiaa - The Italian Kitchen,"Bakery, Italian, Pizza, Momos, Continental, Fast Food, Desserts, Beverages",1000," Sector 18, Noida",4.2,381,https://www.zomato.com/kaffiiaacafe,"Moroccan Pizza, Arabic Platter, Classic Margherita Pizza, Peri Peri Pizza, Lasagna, Chicken Pizza","Romantic Seating, Reasonable Rate, Best Services, Great Packaging, Parking, Affordable Prices"
322,627,Bhaja Govindam,"North Indian, South Indian, Fast Food",500," Asaf Ali Road, New Delhi",4.2,420,https://www.zomato.com/ncr/bhaja-govindam-asaf-ali-road-new-delhi,"Kaju Korma, Mysore Masala Dosa, Tomato Soup, Special Thali, Sambhar, Chutneys","Cozy Ambiance, Cute Little Place, Family Restaurant, Polite Staff, Prompt Service, Interior"
323,634,Prem Di Hatti,"North Indian, Street Food",200," Rajouri Garden, New Delhi",4.2,1004,https://www.zomato.com/ncr/prem-di-hatti-rajouri-garden-new-delhi,"Chur Chur Naan Thali, Chola Bhatura, Lassi, Rajma Chawal, Rajma Rice, Soya Chaap","Very Cheap, Great Seating Capacity, Desi Vibes, Pocket Friendly, Parking Space, Breakfast"
324,635,Ghalib Kabab Corner,"North Indian, Mughlai, Kebab, Desserts, Beverages",400," Nizamuddin, New Delhi",4.2,464,https://www.zomato.com/ncr/ghalib-kabab-corner-nizamuddin-new-delhi,"Beef Kebabs, Seekh Kebabs, Kababs, Phirni, Chicken Tikka, Mutton","Economical, Prompt Service, Polite Staff, Owner, Flavour, Best Place"
325,636,Keralicious,"South Indian, Kerala",300," Supermart 1, DLF Phase 4, Gurgaon",4.2,259,https://www.zomato.com/ncr/keralicious-1-dlf-phase-4,"Dosa Chicken Curry, Kothu Parotta, Veg Uttapam, Appam, Veg Korma, Filtered Coffee","Bang for the Buck, Inexpensive, South Indian Food, Authentic Taste, Great Recommendations, Breakfast"
326,639,Udupi Krishna,"South Indian, North Indian, Chinese, Beverages",400," Kamla Nagar, New Delhi",4.2,584,https://www.zomato.com/ncr/udupi-krishna-kamla-nagar-new-delhi,"Paper Plain Dosa, Matar Mushroom, Dahi Vada, Mysore Masala Dosa, Filter Coffee, Sambar","Casual Seating Area, Nice Crowd, Family Restaurant, South Indian Food, Low Price, Chinese"
327,642,Cake Castle,"Bakery, Desserts, Fast Food",500," Sector 83, Gurgaon",4.2,314,https://www.zomato.com/ncr/cake-castle-sector-83,"Coffee and Doughnuts, Melted Chocolate, Birthday Cakes, Wonderful Cake, Yummy Cake, Pancakes","Goodie Baskets, Good for Dessert, Coffee Date, Pretty Decor, Packed on Weekends, Food Presentation"
328,644,Goosebumps,"Ice Cream, Desserts, Beverages",400," Karkardooma, New Delhi",4.2,966,https://www.zomato.com/ncr/goosebumps-karkardooma-new-delhi,"Nutella Ice Cream, Coffee Hazelnut, Choco Fudge, Waffle Cone, Ice Creams, Icecream","Great Fragrance, Totally Worth it, Table Service, Rooftop Ambience, New Menu, Pocket Friendly"
329,646,Punjabi Zaika,"North Indian, Chinese, Mughlai, Biryani, Rolls",400," Ballabhgarh, Faridabad",4.2,432,https://www.zomato.com/ncr/punjabi-zaika-1-ballabhgarh-faridabad,"Paneer Malai Kofta, Hari Mirch Parantha, Spicy Chicken, Afghani Chaap, Tandoori Chaap, Chicken Rara","Great Recommendations, Takeaway, Spill Proof Packaging, Polite Staff, Hygiene, Wonderful Presentation"
330,647,Los Amigo's Cafe,"Coffee, Healthy Food, Desserts, Fast Food, Beverages, Chinese, American, Italian",600," Sector 31, Gurgaon",4.2,195,https://www.zomato.com/ncr/los-amigos-cafe-sector-31,"Peri Peri Pizza, Paneer Tikka Pizza, Grilled Fish, Peri Fries, Hot Chocolate, Waffles","Variety of Pizza, Customizable Dishes, Outdoor Seating, Weekend Brunch, Seating Area, Good Music"
331,648,Hornbill,"Naga, Chinese",450," Safdarjung, New Delhi",4.2,668,https://www.zomato.com/ncr/hornbill-safdarjung-new-delhi,"Chicken Liver Fry, Smoked Pork Curry, Bamboo Shoot Pork, Fish Thali, Ribs, Chutneys","Free Wifi, Cozy Place, Chef, Portion Size, Family Crowd, Interior"
332,649,Swagath,"North Indian, Chinese, South Indian, Seafood",2000," Defence Colony Main Market, Defence Colony, New Delhi",4.2,1097,https://www.zomato.com/ncr/swagath-defence-colony-new-delhi,"Crab Butter, Prawn Koliwada, Neer Dosa, Chettinad Chicken, Appam, Jumbo Prawns","Family Restaurant, Family Place, Authenticity, Comfortable Seating, Servings, Best Places"
333,650,Food Peddler,"Fast Food, Desserts, Beverages",300," Anand Vihar, New Delhi",4.2,260,https://www.zomato.com/ncr/food-peddler-anand-vihar-new-delhi,"Peri Fries, Hot Chocolate, White Sauce Pasta, Pasta, Burgers","Casual Seating Area, Office Crowd, Lip Smacking Food, Cozy Ambiance, Behavior, Good Crowd"
334,652,The Categorical Eat Pham,"North Eastern, Chinese, Naga",600," Safdarjung, New Delhi",4.2,300,https://www.zomato.com/ncr/the-categorical-eat-pham-safdarjung-new-delhi,"Smoked Pork Curry, Duck Curry, Fish Thali, Chicken Thali, Sticky Rice, Fish Curry","Comfortable Seating Area, Portion, Young Crowd, Value for Money, Packaging, Prices"
335,655,Mazaar,"Kebab, Afghan",800," Lajpat Nagar 2, New Delhi",4.2,526,https://www.zomato.com/ncr/mazaar-lajpat-nagar-2-new-delhi,"Sheer Yakh, Afghani Pulao, Lamb Ribs, Mixed Vegetables, Skewers, Rajma","Gastronomical Experience, Comfortable Seating Area, Family Place, Authenticity, Packed on Weekends, Servings"
336,656,Ka Eclairs & Kafe,"Cafe, Bakery, Burger, Italian, Pizza, Salad, Fast Food, Beverages",950," Sector 18, Noida",4.2,1054,https://www.zomato.com/ka-eclairs-kafe,"Tiramisu Pastry, Eclairs, Black Forest Pastry, Truffle Pastry, Blueberry Cheese Cake, Fresh Fruit Cake","Chic Interiors, Desi Vibes, Pretty Decor, Cashless Payments, Coffee Date, Serving Size"
337,658,Star Crust,"Fast Food, Chinese, Desserts, Beverages",500," Sector 7, Faridabad",4.2,1107,https://www.zomato.com/ncr/star-crust-sector-7-faridabad,"Peri Peri Pizza, Kit Kat Shake, Mixed Sauce Pasta, Pastas, Pizzas, Oreo Shake","Inexpensive, Economical, Cute Little Place, Nice Crowd, Great Recommendations, Prompt Service"
338,660,Dashi Dimsum & Sushi Bar,"Asian, Japanese, Sushi, Chinese, Desserts",800," Punjabi Bagh, New Delhi",4.2,325,https://www.zomato.com/ncr/dashi-dimsum-sushi-bar-punjabi-bagh-new-delhi,"Smoked Salmon Roll, Wasabi Roll, Poke Bowl, Sushi, Dimsum, Fish","Elegantly Decorated, Light Music, Great Recommendations, Low Price, Prompt Service, Cute Packaging"
